pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
7318189,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
8041798,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
4148350,2,9,1,1,2,2,2,0,0,8,2,2,9,0,75000,75000
1626989,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
2095067,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
5110437,2,9,1,1,2,1,2,0,0,0,0,1,9,0,0,0
3483424,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
7007782,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
3161499,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
8018413,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1901724,1,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
9803498,2,9,1,1,2,2,2,0,0,0,0,1,9,0,0,0
8432053,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1903138,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6698184,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
4496458,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
7487953,0,9,2,2,2,2,2,0,0,0,0,9,1,0,75000,0
6210298,2,9,2,1,1,1,1,2,2,2,0,1,9,10,0,0
7921421,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
1645615,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2304153,2,9,1,1,1,2,2,0,0,0,0,1,9,12,25000,25000
8058512,2,9,1,1,1,1,1,0,0,0,0,1,9,3,75000,75000
3570596,2,9,1,1,1,2,2,0,0,0,0,2,9,0,25000,25000
2447814,0,9,2,2,2,2,2,0,0,0,0,9,2,0,75000,75000
6356956,0,9,2,2,2,1,2,0,0,0,0,1,9,9,0,0
7491685,2,9,2,1,2,1,2,5,0,4,1,1,9,3,85000,85000
2234815,2,9,2,1,1,2,2,32,12,12,8,2,9,0,55000,55000
3955665,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
9472724,0,9,1,2,2,2,2,50,0,45,5,9,1,10,130000,130000
7671990,0,9,1,2,2,1,1,0,0,0,0,1,9,0,100000,100000
7956555,0,9,2,2,2,2,2,0,0,0,0,9,2,0,0,0
9628404,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
1026973,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
4966481,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8450053,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3555999,2,9,1,1,1,1,1,0,0,0,0,1,9,0,0,0
2695586,0,9,1,2,2,1,1,0,0,0,0,1,1,0,1000000,1000000
5400972,2,9,1,1,1,2,2,0,0,0,0,2,9,0,0,0
1374577,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
6870644,2,9,1,1,1,1,1,0,0,0,0,1,9,0,75000,75000
3969848,2,9,2,1,2,2,2,0,0,0,0,1,9,0,75000,75000
2917645,2,9,1,1,2,2,2,0,0,0,0,1,9,0,0,0
7766302,2,9,1,1,2,2,2,51,0,3,0,1,9,10,55000,55000
9779615,2,9,2,1,2,2,2,0,0,0,0,1,9,0,0,0
1982864,2,9,1,1,1,1,1,0,0,0,0,2,9,0,0,0
9257322,2,9,2,1,2,2,2,0,0,0,0,1,9,0,0,0
9297441,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
5901880,2,9,2,1,1,2,2,0,0,0,0,1,9,0,0,0
9764389,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1638688,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9918925,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
4553841,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3051215,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
5288008,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
3175453,2,9,1,1,1,2,2,0,0,0,0,2,9,0,0,0
2964736,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
6285769,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
1367524,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1522253,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5865239,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
2113004,2,9,2,1,2,2,2,55,0,55,0,1,9,0,50000,50000
8473539,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1180553,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3585366,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9148194,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3269436,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5340600,2,9,2,1,2,2,2,7,0,7,0,2,9,0,25000,25000
8369338,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
4036488,2,9,2,2,2,2,2,0,21,52,0,1,9,0,0,0
9912895,2,9,2,1,1,1,1,0,0,0,0,1,9,0,75000,75000
4529153,2,9,1,1,2,2,2,0,0,0,0,2,9,0,0,0
3079622,2,9,1,1,1,2,2,0,0,0,0,1,9,12,50000,50000
5555688,2,9,1,1,1,2,2,0,0,0,0,1,9,0,50000,50000
1536884,0,9,1,2,2,2,2,18,0,18,0,9,1,12,0,0
6521319,2,9,1,1,1,1,1,15,5,10,2,1,9,6,75000,75000
8830448,2,9,2,1,1,2,2,11,0,10,1,1,9,8,25000,25000
4036686,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
4856749,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
4243353,2,9,1,1,1,1,1,0,0,0,0,2,9,0,0,0
7010536,2,9,1,1,2,2,2,0,0,0,0,1,9,0,0,0
9201006,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
7367695,2,9,1,1,2,1,2,0,0,0,0,1,9,0,0,0
9147592,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
2273388,2,9,1,1,1,1,1,10,15,10,5,1,9,10,75000,75000
6901569,2,9,2,1,1,2,2,0,0,0,0,2,9,0,50000,50000
4110286,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
7422115,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3293003,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
1120992,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
7964712,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9460057,0,9,2,2,2,2,2,0,0,0,0,2,1,0,0,0
7279325,0,9,2,2,2,2,2,30,20,10,1,9,1,2,25000,25000
2820634,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2676611,2,9,1,1,1,1,1,99,0,96,3,2,9,0,0,0
4864708,2,9,2,1,2,2,2,20,0,20,0,1,9,15,25000,25000
3940192,2,9,1,1,2,2,2,0,0,0,0,2,9,0,50000,50000
9607204,2,9,2,2,2,2,2,0,0,0,0,2,9,0,50000,0
6018024,2,9,2,1,2,1,2,6,0,3,0,1,9,10,50000,0
4554232,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9112302,2,9,1,1,1,2,2,10,0,3,0,1,9,0,25000,25000
6039854,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
9413256,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9913982,2,9,2,1,1,2,2,0,0,0,0,2,9,0,0,0
7425642,2,9,2,1,1,2,2,0,0,0,0,1,9,0,0,0
5535594,2,9,2,1,1,2,2,0,0,0,0,1,9,0,50000,50000
2210876,2,9,1,1,1,2,2,0,0,0,0,2,9,0,0,0
9873154,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7546245,2,9,1,1,2,2,2,0,0,0,0,2,9,0,0,0
1868691,2,9,2,1,1,2,2,0,0,0,0,2,9,0,0,0
7999864,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8544138,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
7076587,0,9,1,2,2,1,1,0,0,0,0,1,3,0,0,0
6733351,2,9,1,1,2,2,2,10,0,0,0,1,9,0,25000,25000
8347616,2,9,1,1,1,2,2,40,0,5,0,2,9,0,25000,25000
3589155,2,9,2,1,1,2,2,33,4,2,0,2,9,0,50000,45000
8889014,2,9,1,1,2,2,2,0,0,0,0,1,9,0,0,0
2024098,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2498605,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
2397944,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4768607,2,9,1,1,2,2,2,14,11,2,1,1,9,12,12500,12500
4449816,0,9,2,2,2,2,2,42,0,0,0,9,1,0,0,0
5254097,2,9,1,1,2,2,2,0,10,10,2,1,9,0,25000,25000
5134252,2,9,1,1,2,2,2,0,0,0,0,1,9,1,50000,50000
8894536,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
1103166,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4622422,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2326060,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3809500,2,9,1,2,2,2,2,0,0,0,0,2,9,0,0,0
7215604,2,9,1,1,1,2,2,0,0,0,0,2,9,0,0,0
7852199,2,9,1,1,2,1,2,21,0,19,2,1,9,0,75000,75000
5852697,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
6267034,2,9,1,1,2,1,2,0,0,0,0,1,9,0,0,0
8432457,2,9,2,1,1,2,2,0,0,0,0,2,9,0,25000,25000
1042913,2,9,2,1,1,1,1,0,0,0,0,1,9,0,0,0
9620721,2,9,2,1,1,1,1,3,0,2,1,2,9,0,75000,75000
8745332,2,9,1,1,2,2,2,0,0,0,0,1,9,0,25000,25000
1782480,2,9,2,1,2,2,2,57,0,57,0,1,9,11,0,0
7467162,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
6822842,2,9,2,1,1,2,2,0,0,0,0,2,9,0,25000,25000
3055428,2,9,2,1,2,2,2,0,0,0,0,1,9,0,0,0
6806421,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6511721,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4674510,2,9,1,1,1,2,2,0,0,55,0,1,9,0,50000,50000
6818285,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3950708,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
2992520,2,9,2,1,1,2,2,0,0,0,0,2,9,0,0,0
6383449,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
3478514,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
1360548,2,9,2,1,1,1,1,0,0,0,0,2,9,0,0,0
8304300,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
5020083,2,9,1,1,1,1,1,0,0,0,0,1,9,0,0,0
7239763,2,9,1,1,2,1,2,0,0,0,0,2,9,0,0,0
9381648,2,9,1,1,1,2,2,0,0,0,0,2,9,0,0,0
3191050,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
8735602,2,9,2,1,1,2,2,0,0,0,0,1,9,0,50000,50000
1372337,2,9,1,1,1,2,2,75,0,10,0,1,9,12,50000,50000
5510438,2,9,2,1,2,2,2,0,0,64,0,1,9,0,50000,50000
3304239,2,9,1,1,2,1,2,0,0,0,0,2,9,0,1275000,1275000
9088060,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1878465,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
7834471,2,9,1,1,2,1,2,0,0,0,0,1,9,0,0,0
6853175,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2351920,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3492597,2,9,1,1,2,1,2,21,11,9,1,2,9,0,75000,75000
9399391,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2238968,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8481729,2,9,1,1,2,1,2,47,0,43,4,2,9,0,55000,55000
6744544,2,9,1,1,1,2,2,0,0,0,0,1,9,12,25000,25000
2550227,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
2479588,0,9,1,2,2,2,2,0,0,0,0,9,1,0,100000,100000
7390191,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1955246,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
4949482,2,9,1,1,2,2,2,23,0,13,10,2,9,0,25000,25000
9475672,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5627350,0,9,2,2,2,1,1,20,0,15,0,1,9,11,0,0
1700133,1,9,2,1,1,1,1,0,0,0,0,1,9,0,0,0
4244697,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
8796939,2,9,2,1,1,1,1,0,0,0,0,2,9,0,0,0
9383539,2,9,2,1,1,2,2,0,0,0,0,2,9,0,0,0
7006599,2,9,2,1,1,2,2,0,0,0,0,2,9,0,0,0
2187078,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
8084584,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
6632591,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
8867018,2,9,2,1,1,2,2,16,0,15,1,2,9,0,25000,25000
1038074,0,9,1,2,2,2,2,0,0,0,0,9,1,0,0,0
4175975,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4217567,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3963687,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8955777,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7710458,2,9,1,1,1,2,2,0,0,0,0,1,9,0,50000,50000
5422847,2,9,1,1,1,1,1,0,0,0,0,2,9,0,0,0
8146850,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
9424009,2,9,1,1,1,1,1,8,2,10,3,1,9,0,0,0
3195378,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3672633,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8840377,0,9,2,2,2,2,2,0,0,0,0,2,2,0,0,0
1059316,2,9,2,2,2,2,2,0,0,0,0,2,9,0,50000,50000
2269203,2,9,2,2,2,2,2,0,0,0,0,2,9,0,7,0
7913528,2,9,2,2,2,2,2,0,0,0,0,2,9,0,50000,50000
4354538,2,9,1,1,2,1,2,40,0,12,0,2,9,0,50000,50000
9755013,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9156399,2,9,2,2,2,2,2,0,0,0,0,2,9,0,75000,0
4139232,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
1596935,2,9,2,1,1,1,1,0,0,0,0,1,9,0,75000,75000
7856917,2,9,2,1,1,1,1,0,0,0,0,1,9,0,50000,50000
3043983,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2700771,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
3026667,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
5617273,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
8490646,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
1107379,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8929128,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2353905,2,9,2,1,1,2,2,0,0,0,0,2,9,0,50000,50000
4751081,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
2400230,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
8190584,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
2489892,1,9,2,1,2,1,2,0,0,0,0,2,9,0,100000,100000
8525666,1,9,2,1,2,1,2,0,0,0,0,2,9,0,100000,100000
5106625,1,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,25000
1722606,2,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
8459163,2,9,2,1,1,2,2,0,0,0,0,2,9,0,25000,25000
3532057,2,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
8629333,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2167736,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6665662,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8040686,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4287830,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1511838,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1833637,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7291936,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
2785987,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4836185,2,9,2,2,2,2,2,0,0,0,0,2,9,0,25000,25000
9913378,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1288396,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6105873,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,0
8948670,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,0
5105946,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,0
6341844,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
8450882,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
7243481,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
5451322,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
9965260,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8835212,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6562092,2,9,2,1,2,2,2,0,0,0,0,1,9,0,0,0
5278913,2,9,2,1,2,2,2,10,8,7,2,1,9,9,25000,25000
3280682,0,9,1,2,2,2,1,0,0,0,0,1,1,0,0,0
3792048,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6114010,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
8412262,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
7272822,0,9,2,2,2,2,2,0,0,0,0,9,2,0,0,0
7992550,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7356760,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7447925,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
4858197,2,9,2,1,1,2,2,0,0,0,0,1,9,0,30000,30000
2217889,2,9,1,1,1,1,1,0,0,0,0,1,9,0,95000,95000
5304554,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9593947,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4043870,2,9,1,1,1,2,2,99,0,15,9,2,9,0,0,0
6465714,2,9,2,1,2,2,2,30,0,28,0,1,9,0,0,0
9839007,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9188584,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3945167,2,9,2,1,1,2,2,10,6,3,1,1,9,4,50000,50000
8273766,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8579606,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7794097,2,9,1,1,2,1,2,12,4,8,4,1,9,3,0,0
4904839,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
3263321,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
1420828,2,9,1,1,1,1,1,0,0,0,0,2,9,0,75000,75000
6989119,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2417931,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
7785925,0,9,1,2,2,2,2,0,0,21,0,9,1,0,1000000,1000000
9731386,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
2448828,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5073046,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4868570,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6925305,2,9,1,1,1,1,1,99,0,99,0,1,1,6,0,0
1540286,2,9,1,1,1,2,2,99,0,99,0,2,9,0,0,0
1265628,2,9,1,1,2,1,2,2,4,2,0,1,9,4,75000,75000
7230738,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4555038,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8552533,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2806905,2,9,1,1,1,1,1,20,10,5,2,2,9,0,75000,75000
8906106,2,9,1,1,2,2,2,0,11,10,0,2,9,0,0,0
7944261,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6637693,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3637184,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7597597,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2540650,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
3691249,2,9,1,1,1,1,1,0,0,0,0,2,9,0,85000,85000
4379762,2,9,1,1,1,2,2,4,2,6,2,1,9,12,75000,75000
1561157,1,9,1,1,1,2,2,4,2,6,4,1,9,12,50000,50000
8616173,2,9,2,1,1,1,1,0,0,0,0,2,9,0,50000,50000
5148971,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
2552937,2,9,2,1,1,2,2,60,0,4,0,2,9,0,25000,25000
9602304,2,9,1,1,2,1,2,10,0,40,4,1,9,12,85000,85000
6805510,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
8206201,2,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
8872247,2,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
2109077,2,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
8956108,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
8947215,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5579148,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2670148,2,9,2,1,2,2,2,15,0,2,0,2,9,0,0,0
4377858,2,9,1,1,1,1,1,55,0,54,4,1,9,9,75000,75000
9403866,1,9,1,1,1,1,1,0,0,0,0,1,9,0,50000,50000
4258864,2,9,1,1,1,2,2,0,0,0,0,2,9,0,50000,50000
2964904,2,9,2,1,2,1,2,9,0,5,0,1,9,0,75000,75000
7288065,2,9,1,1,1,2,2,0,0,0,0,1,9,0,25000,25000
4479308,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2532277,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7019631,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3139258,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4409293,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3803969,2,9,1,1,1,1,1,0,0,0,0,1,9,0,0,0
1575037,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1162600,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2850725,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1948838,2,9,2,1,2,2,2,0,0,0,0,1,9,0,55000,55000
5042202,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
4167058,0,9,2,2,2,2,2,22,0,16,1,9,1,2,0,0
7989544,2,9,2,1,2,1,2,0,0,0,0,2,9,0,0,0
5411355,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
2859161,2,9,2,2,2,2,2,0,0,0,0,1,9,0,0,0
4001187,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9072439,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9150515,2,9,1,1,1,1,1,0,0,0,0,1,9,0,60000,60000
9641622,2,9,2,1,2,2,2,0,0,0,0,1,9,0,25000,25000
5066690,2,9,1,1,2,1,2,5,10,4,0,1,9,0,0,0
5516856,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
7411859,2,9,1,1,1,2,2,0,0,0,0,1,9,12,50000,50000
1439070,2,9,1,1,1,2,2,14,0,14,0,1,9,10,0,0
8961138,2,9,1,1,1,1,1,32,6,5,2,1,9,0,50000,50000
9900449,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4281773,0,9,2,2,2,2,2,2,15,11,2,1,1,0,0,0
9278785,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8881108,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6582097,2,9,2,1,1,2,2,0,0,0,0,1,9,0,25000,25000
3415112,0,9,2,2,2,2,2,0,0,0,0,2,2,0,75000,75000
3978017,2,9,1,1,1,2,2,0,0,0,0,1,9,0,50000,50000
6940150,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1958078,2,9,1,1,2,2,2,0,0,0,0,2,9,0,0,0
6604488,0,9,1,2,2,2,2,0,0,0,0,9,2,0,0,0
7330518,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1155221,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6815091,2,9,1,1,1,2,2,13,0,13,0,2,9,0,0,0
9872421,2,9,1,1,1,1,2,0,0,10,0,1,9,10,75000,75000
5980548,2,9,1,1,2,1,2,6,12,6,1,1,9,18,75000,75000
9041330,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1254025,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5178256,2,9,2,2,2,2,2,0,0,0,0,2,9,0,50000,50000
3929025,2,9,2,1,1,2,2,5,8,3,0,2,9,0,50000,50000
9943477,2,9,1,1,1,1,1,0,0,0,0,1,9,0,75000,75000
5562473,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,25000
4805959,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,25000
2311540,2,9,2,2,2,2,2,0,0,0,0,2,9,0,0,0
9141103,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
5227327,2,9,2,1,2,2,2,0,0,0,0,2,9,0,25000,25000
8619370,2,9,2,1,2,2,2,0,0,0,0,2,9,0,50000,50000
8683487,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
3988990,2,9,1,1,2,1,2,0,0,0,0,1,9,0,0,0
3168228,2,9,2,1,2,1,2,0,0,0,0,1,9,0,0,0
4384107,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7627249,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1038649,2,9,1,1,1,1,1,0,0,0,0,2,9,0,75000,75000
7208198,2,9,2,1,2,1,2,0,0,0,0,2,9,0,75000,75000
2061088,1,9,2,1,2,1,2,0,0,0,0,2,9,0,50000,50000
5828307,2,9,2,1,1,2,2,0,0,0,0,2,9,0,50000,50000
2318439,1,9,2,1,2,2,2,0,0,0,0,1,9,0,50000,50000
9254659,2,9,1,1,2,2,2,0,0,0,0,1,9,0,0,0
4530893,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5154635,2,9,2,1,2,2,2,0,0,0,0,2,9,0,0,0
9188790,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1798002,2,9,2,1,1,1,1,0,0,0,0,2,9,0,75000,75000
8659529,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2320527,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2313263,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5225679,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
